energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.089390006070874,6.446005008051469e-05,0.08964191531583703
4100.0,0.0770110201164757,4.931111294572345e-05,0.0766201695315253
5100.0,0.0678161166711263,4.342350203454631e-05,0.06749096911753101
6100.0,0.0612240948913927,3.920254859139657e-05,0.06106849752674642
8100.0,0.0522733389548454,3.3471268363331345e-05,0.05239033038663636
10100.0,0.0435620659605808,2.78933320384844e-05,0.043347354207167066
15100.0,0.0333406212460215,2.134841399914692e-05,0.03321489648165513
20100.0,0.0275576200521449,1.7645486488185492e-05,0.02740159237495414
25100.0,0.0238140760199466,1.5248448735538894e-05,0.023741187137175757
40100.0,0.0176430459491075,1.1297061513887233e-05,0.017560241253568615
50100.0,0.0153827425612471,9.849761173211163e-06,0.015316676558042303
60100.0,0.0137862196780809,8.827487736329401e-06,0.013742932661849871
