energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1226926455817192,7.856162526790651e-05,0.12041192282922883
4100.0,0.1074789934933366,6.882013482520715e-05,0.10495093080277121
5100.0,0.0956648955883126,6.125542116130075e-05,0.09324844931094102
6100.0,0.0870020124599062,5.570846946874601e-05,0.08486832135802923
8100.0,0.0750284803958199,4.804166813202298e-05,0.07363390132527077
10100.0,0.0630628968151229,4.037995630796403e-05,0.06124096792081706
15100.0,0.0486770867857934,3.116854342057366e-05,0.04734683584946062
20100.0,0.0404154889530067,2.286245304291287e-05,0.03936450664057723
25100.0,0.0350059628752588,1.980236298484808e-05,0.03416468428206802
40100.0,0.0260331659870539,1.4726582564160689e-05,0.025405349154298425
50100.0,0.0227082377183003,1.2845719103525065e-05,0.022171889842473688
60100.0,0.0203670961695092,1.1521369451630862e-05,0.019924052182822356
