energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0897926304783833,6.47503866697203e-05,0.09034406510690983
4100.0,0.0774001948252588,4.956030634676397e-05,0.07714173428117062
5100.0,0.0681836814524418,4.365885833055312e-05,0.06799303579663254
6100.0,0.0615750614725908,3.942727685365643e-05,0.061703999885561626
8100.0,0.0525960226372478,3.367788673411284e-05,0.05276836031121082
10100.0,0.043853983707718,2.8080250598687454e-05,0.04364419139699853
15100.0,0.0335921247696047,2.150945482991243e-05,0.03351563384994794
20100.0,0.0277777167707004,1.778641715150172e-05,0.027760426109820227
25100.0,0.0240121501087053,1.5375278035392728e-05,0.02396816698967175
40100.0,0.0178015309635281,1.139854143759782e-05,0.017789000832149075
50100.0,0.0155248328660654,9.940743360679757e-06,0.015508173953914678
60100.0,0.0139156006363786,8.910331971323238e-06,0.01389760118461709
