energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1282096025679707,8.20942013674606e-05,0.12888585947211556
4100.0,0.1127849130446661,7.221758103330578e-05,0.11271645040860163
5100.0,0.1006578829160493,6.445249297884337e-05,0.10072657888559684
6100.0,0.0917180905583757,5.8728232866539634e-05,0.09164473173771213
8100.0,0.0793438110033929,5.0804827932611626e-05,0.07972793334274296
10100.0,0.0668785398445547,4.282315994427869e-05,0.06661684668054434
15100.0,0.0518115661646073,3.3175589508795295e-05,0.05168747853182015
20100.0,0.043059069712235,2.7571257291572305e-05,0.04290251808120338
25100.0,0.0373275307607264,2.39012816937528e-05,0.037240851590787674
40100.0,0.0277778511417575,1.778650319095897e-05,0.027759638449593553
50100.0,0.0242329968768471,1.551668896477745e-05,0.024177365995137153
60100.0,0.0217160962312008,1.3905086212042625e-05,0.021695030860177253
