energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0896146495335921,6.462204278522032e-05,0.09007072564138406
4100.0,0.0772325433706415,4.945295703751387e-05,0.0772101479857947
5100.0,0.0680256368868444,4.3557660431695975e-05,0.06791903735338216
6100.0,0.0614249186069053,3.933113851142154e-05,0.06138078344716084
8100.0,0.0524582294510015,3.358965604505219e-05,0.052617168953699715
10100.0,0.0437282470522975,2.79997398561018e-05,0.043497617114249834
15100.0,0.0334803035244585,2.1437854297406896e-05,0.033389342892795694
20100.0,0.0276781594395414,1.7722669355485868e-05,0.027676246245566836
25100.0,0.0239222315260288,1.531770204977958e-05,0.023887831922597493
40100.0,0.0177269719622641,1.1350800382786604e-05,0.017710701138157012
50100.0,0.0154563899620458,9.896918518918953e-06,0.01544160893445904
60100.0,0.0138523577763436,8.869836782329748e-06,0.013847731427276258
