energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1253510521967381,8.026383605086443e-05,0.12533120678551637
4100.0,0.1099787128980167,7.0420736215896e-05,0.10941987399688072
5100.0,0.0979756473199374,6.273502420324638e-05,0.0977337756400967
6100.0,0.0891484289958629,5.708284664324714e-05,0.08889616615882093
8100.0,0.0769575020589173,4.927684466857421e-05,0.0770752309903378
10100.0,0.0647168661562739,4.14390134255935e-05,0.06419012014496993
15100.0,0.0499737109163278,3.1998787960280155e-05,0.04973437201568303
20100.0,0.0414783134114307,2.346367734832289e-05,0.04131465832823774
25100.0,0.0359172815312317,2.031788266601625e-05,0.0357645504852496
40100.0,0.026686933640763,1.5096409397167172e-05,0.026615335939973808
50100.0,0.0232681736869904,1.3162466719917844e-05,0.02316069189256471
60100.0,0.0208544235727477,1.1797043460821245e-05,0.020780912586730066
