energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0467104619680655,3.368339314529415e-05,0.046804889795266306
4100.0,0.0391510662444241,2.823223536667169e-05,0.03904196780825906
5100.0,0.0339431793501403,2.173423943924141e-05,0.03387413978320289
6100.0,0.0302909104231425,1.9395646270433128e-05,0.030265174143035756
8100.0,0.0254803534584409,1.6315386880809932e-05,0.025508671919711175
10100.0,0.0209789302336108,1.3433069665424623e-05,0.020950706734105207
15100.0,0.0158673637891877,1.0160070166271228e-05,0.0158550426941735
20100.0,0.0130492707915194,8.35561020860028e-06,0.013022488492112022
25100.0,0.0112481123452006,7.202306078292215e-06,0.01124655431827625
40100.0,0.0083106512744102,5.321413260402836e-06,0.008305023987298644
50100.0,0.0072484158054799,4.641250692705979e-06,0.007237175170701832
60100.0,0.0064981510908197,4.160846874812883e-06,0.00649212692230836
