energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1282485005635286,8.211910823727504e-05,0.1288156135021392
4100.0,0.1128270145350695,7.224453914066922e-05,0.11254105695296869
5100.0,0.1006963200779257,6.447710477112622e-05,0.10070830892512538
6100.0,0.0917556319286179,5.875227107231006e-05,0.09183862073900313
8100.0,0.0793781952065932,5.08268445651013e-05,0.07995301986271859
10100.0,0.0669111125449275,4.284401664900225e-05,0.06652472814125392
15100.0,0.0518391707617498,3.3193265075298075e-05,0.05177161004481921
20100.0,0.0430824568263021,2.7586232351264937e-05,0.04302701327503975
25100.0,0.0373496863618888,2.3915468200432536e-05,0.037287277270433905
40100.0,0.0277949561199961,1.7797455721033e-05,0.02774407943413863
50100.0,0.024248338828222,1.5526512606847262e-05,0.024236225211847925
60100.0,0.0217304367080471,1.3914268597529703e-05,0.02172056803060299
