energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1284434428435921,8.224393220111255e-05,0.12901602112236593
4100.0,0.1130027769398989,7.235708199210851e-05,0.11269593655414163
5100.0,0.1008663479939904,6.458597575816567e-05,0.10081935762341007
6100.0,0.0919180662007652,5.885627975480773e-05,0.09176690836866262
8100.0,0.0795285243002562,5.09231021514238e-05,0.07973257111444576
10100.0,0.0670512090864266,4.293372220504763e-05,0.0666636339681502
15100.0,0.0519662989822787,3.327466685431109e-05,0.051668459938124384
20100.0,0.0431977752025795,2.7660072140281256e-05,0.042976141335453105
25100.0,0.0374533994438604,2.3981876975323666e-05,0.03729420117676737
40100.0,0.0278868161883145,1.7856274864023147e-05,0.027773178998178646
50100.0,0.024335152097322,1.558210022159776e-05,0.02420253281899538
60100.0,0.0218114581403237,1.3966147627205915e-05,0.02172988347641867
