energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0236245016044452,1.703587037842174e-05,0.023618554558207567
4100.0,0.0194658278049242,1.403700805400137e-05,0.01945267276877775
5100.0,0.0167166231679571,1.2054528396935736e-05,0.01670966502048166
6100.0,0.0148230366562983,1.0689043744473166e-05,0.014814938046483974
8100.0,0.0123694154855011,7.920290409808958e-06,0.012398721931844632
10100.0,0.0101196292479895,6.479724331163599e-06,0.010118187755546763
15100.0,0.0076073291846603,4.871067388442889e-06,0.007601413362179085
20100.0,0.0062476466195801,4.00044574967489e-06,0.006243552277730219
25100.0,0.0053823943297181,3.4464139588039704e-06,0.005386914525879978
40100.0,0.0039734985118285,2.544280462849243e-06,0.003972637159572501
50100.0,0.0034656442342035,2.219095059434803e-06,0.00346182368546789
60100.0,0.0031096592691929,1.991153463672697e-06,0.003109471721603419
