energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0467730002958074,3.372849017476522e-05,0.04683309148615389
4100.0,0.0392081069733578,2.8273368021263754e-05,0.03908689314952644
5100.0,0.0339992523862894,2.451720956124156e-05,0.0339376253441708
6100.0,0.0303423526541732,1.942858537006715e-05,0.030344548091404095
8100.0,0.0255268927790884,1.634518658601308e-05,0.025547320017234462
10100.0,0.0210208525053868,1.3459913016874384e-05,0.020973615032601027
15100.0,0.0159047129599663,1.018398530433729e-05,0.01588380480385135
20100.0,0.0130824289242296,8.376841772922714e-06,0.013099023914638621
25100.0,0.0112784368823017,7.221723256142308e-06,0.011288541596426662
40100.0,0.0083360674016871,5.337687522461687e-06,0.008332559239514543
50100.0,0.0072719944387139,4.656348384500587e-06,0.007261399263373188
60100.0,0.0065198352187955,4.174731491353808e-06,0.006518314567829851
