energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0467634190259713,3.3721581022829626e-05,0.04679053069257996
4100.0,0.0392002223752446,2.826768235670705e-05,0.039201873303774705
5100.0,0.0339917910548663,2.4511829118635747e-05,0.033977227269662034
6100.0,0.0303357112993171,1.9424332828042303e-05,0.030327181847874342
8100.0,0.0255209396368896,1.634137471510286e-05,0.025564222118551316
10100.0,0.0210152616124872,1.3456333098690931e-05,0.021007395065976226
15100.0,0.0158995691525206,1.0180691660524476e-05,0.015870501157029676
20100.0,0.0130778977651211,8.37394041545164e-06,0.013084281062736946
25100.0,0.0112741941600383,7.2190065883665616e-06,0.011275403927999049
40100.0,0.0083321946475753,5.335207749889812e-06,0.008341659160986016
50100.0,0.0072684191757091,4.654059099180483e-06,0.00725083247641773
60100.0,0.0065163895837173,4.172525208405545e-06,0.0065132713781986045
