energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.089692219373571,6.467797919231498e-05,0.08994335316935334
4100.0,0.077299694493328,4.9495954735638346e-05,0.0772127122176022
5100.0,0.0680873624467988,4.359718407459726e-05,0.06813613347585602
6100.0,0.0614817055832174,3.936749991786103e-05,0.061410306061161414
8100.0,0.0525129576410954,3.3624699185098275e-05,0.052764856217035375
10100.0,0.0437786593381059,2.8032019469014232e-05,0.04372155543895264
15100.0,0.0335264846578748,2.146742465087589e-05,0.03331664127354485
20100.0,0.0277192942217302,1.7749008467569357e-05,0.02761991399046105
25100.0,0.0239597227218733,1.5341708128259753e-05,0.023949081863239744
40100.0,0.0177593115331138,1.1371507811780182e-05,0.01771751346384268
50100.0,0.0154872247197747,9.91666239737588e-06,0.015455053100950083
60100.0,0.0138806542062091,8.887955337920185e-06,0.013839540259403852
