energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0895989697214292,6.461073591187173e-05,0.0900039919699065
4100.0,0.0772168496251148,4.944290813727804e-05,0.07708655201267325
5100.0,0.0680099605541576,4.354762268111787e-05,0.0680290653834841
6100.0,0.0614104448256071,3.932187076943776e-05,0.06146679742981996
8100.0,0.0524449583550295,3.35811583974246e-05,0.052703122322591514
10100.0,0.0437155798910414,2.799162891537597e-05,0.04356187683291184
15100.0,0.0334697443889395,2.14310931517501e-05,0.033397025280396946
20100.0,0.0276695947194962,1.7717185258835053e-05,0.02763483885288003
25100.0,0.023914032446415,1.5312452077239594e-05,0.023869812012524482
40100.0,0.0177203049425274,1.1346531407219836e-05,0.017709103185218397
50100.0,0.0154506574728398,9.893247934861405e-06,0.015426279305594256
60100.0,0.0138468085697406,8.866283556399943e-06,0.013828699007808016
