energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1288402928587375,8.24980401961729e-05,0.12982384977709438
4100.0,0.1133884582812884,7.260403854660614e-05,0.11321288568653347
5100.0,0.1012366109133357,6.48230597054739e-05,0.10136674196982633
6100.0,0.0922708985428338,5.9082202686932696e-05,0.09243397642895251
8100.0,0.079849711214164,5.112876212274274e-05,0.08021902183527221
10100.0,0.0673500296824506,4.312506074515217e-05,0.06704657141546384
15100.0,0.052228621848649,3.3442635444679944e-05,0.05212987163246771
20100.0,0.0434319969237799,2.7810047218276445e-05,0.043362913684725446
25100.0,0.0376663305964597,2.4118219437735017e-05,0.03771904496794681
40100.0,0.0280606715491416,1.7967596611495144e-05,0.028062576685640172
50100.0,0.0244926333813833,1.568293744428929e-05,0.02447789230218687
60100.0,0.021956401004095,1.40589563436116e-05,0.021972807817732712
