energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1644317778733166,0.0001052877102304,0.1660676711979991
4100.0,0.1469934152171244,9.412170997198004e-05,0.1471725460523292
5100.0,0.1326642212159393,8.494654903079343e-05,0.13297877485956971
6100.0,0.1218788877183895,7.804056599809772e-05,0.12209899362647479
8100.0,0.1066552137669967,6.829265843200383e-05,0.10756229317901557
10100.0,0.0908667351939938,5.818309944970543e-05,0.09034625236694364
15100.0,0.0712892492325327,4.564739196292216e-05,0.07102189330813022
20100.0,0.0596348187461618,3.818491533084636e-05,0.05943153019444785
25100.0,0.0518719594755932,3.321426009613058e-05,0.05182579397815635
40100.0,0.0388260682058502,2.4860813837310093e-05,0.03880822147831219
50100.0,0.0339508181772754,2.1739130675158787e-05,0.033829211839579744
60100.0,0.0304241283754623,1.948094738036913e-05,0.030452031760319718
