energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1263529017334913,8.090533275596895e-05,0.12475580964909214
4100.0,0.1109804341118902,7.10621507542664e-05,0.10849264777528903
5100.0,0.0989680043992036,6.337044276989017e-05,0.09665554177182499
6100.0,0.0901246176985768,5.770791239751267e-05,0.08813675054470224
8100.0,0.0778865541809157,4.9871728284594846e-05,0.07656208731682193
10100.0,0.0655932753756789,4.2000189137061696e-05,0.06383873014261875
15100.0,0.0507530882512245,3.249783295059845e-05,0.04949537481116124
20100.0,0.042169680834726,2.7001770543764192e-05,0.04123002343769109
25100.0,0.0365465232119981,2.340119285726476e-05,0.035754874769988725
40100.0,0.0271964628867062,1.741423306823117e-05,0.026584217909063963
50100.0,0.0237261694035507,1.5192161036931356e-05,0.023201598228412446
60100.0,0.0212676509725976,1.3617941141590208e-05,0.02084186451236886
