energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0236155761729064,1.702943415820793e-05,0.023566283292313375
4100.0,0.019457075523765,1.4030696694302058e-05,0.01939984959354327
5100.0,0.0167071420013609,1.2047691430473e-05,0.01667353336681182
6100.0,0.0148140960809755,9.485649767175362e-06,0.014781022794414105
8100.0,0.0123626894527698,7.915983647488607e-06,0.01236172281981567
10100.0,0.0101146679431642,6.476547546045983e-06,0.010070915122633774
15100.0,0.0076038145009804,4.868816892817125e-06,0.007579340550973543
20100.0,0.0062440126450539,3.9981188706381884e-06,0.0062332322813990464
25100.0,0.0053801034104143,3.444947054711916e-06,0.005365627952306049
40100.0,0.0039724275652192,2.543594722430146e-06,0.003962452312158496
50100.0,0.0034644449371196,2.2183271346122367e-06,0.0034530767795862196
60100.0,0.0031086112532719,1.9904824060582367e-06,0.0031011922176068974
