energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1536048675748487,9.835510505561776e-05,0.15020034621509767
4100.0,0.1364384055814403,8.736320616952137e-05,0.13205486100803723
5100.0,0.1226293183144067,7.852107603188461e-05,0.1192722218332341
6100.0,0.1123093059833953,7.191304392315406e-05,0.1090712463479497
8100.0,0.0977983256078997,6.262148290802929e-05,0.09565507198607376
10100.0,0.0829012924371855,5.308272749190515e-05,0.0800557670273711
15100.0,0.0646235686689771,3.655661090424659e-05,0.06249556732258754
20100.0,0.0539218489013742,3.050280400982252e-05,0.05218732959520606
25100.0,0.0468310628405254,2.649164968376709e-05,0.045431655247225027
40100.0,0.0349632392049005,1.9778194827226044e-05,0.03396154611271124
50100.0,0.0305434567642487,1.7277988319102746e-05,0.02967184928210039
60100.0,0.0274001123641542,1.5499844206373463e-05,0.026673253287416505
