energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0880873755219578,6.352070983309412e-05,0.08820931073990684
4100.0,0.0757660835722876,4.851396460970781e-05,0.0751147603219787
5100.0,0.0666400902516784,4.2670477707523485e-05,0.06625555234911365
6100.0,0.0601095383471536,3.848888418915588e-05,0.05979034200295667
8100.0,0.0512519923926777,3.281728747062788e-05,0.051129577914629985
10100.0,0.0426534987395346,2.7311565159042605e-05,0.04227852677183868
15100.0,0.0325879057283102,2.0866440901612044e-05,0.03238013948742182
20100.0,0.0269133510497319,1.723295304170774e-05,0.026758367206799562
25100.0,0.0232441646275989,1.488352739058584e-05,0.02313445765269781
40100.0,0.0172087544734061,9.734741587135838e-06,0.017116935467282737
50100.0,0.0150004157022054,8.48551653091733e-06,0.01491310563343626
60100.0,0.0134437823608335,7.604951737713208e-06,0.0133696723846837
