energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1631870420154634,0.0001044906903964,0.16411111432836267
4100.0,0.1457767877754442,9.334268830600516e-05,0.14586478783050466
5100.0,0.1314942844488044,8.419742398380288e-05,0.13138347048990984
6100.0,0.1207589788904412,7.732347446210261e-05,0.12146052879082214
8100.0,0.1056017300394694,6.761809971305672e-05,0.10629772742805355
10100.0,0.0898903986602275,5.755793903738046e-05,0.08941099196013327
15100.0,0.0704143494323874,4.5087182751358585e-05,0.07015771839064333
20100.0,0.0588491564693408,3.768184601413148e-05,0.05862877280787575
25100.0,0.0511555046069861,3.27555051427101e-05,0.05100069514008429
40100.0,0.0382311649062647,2.447988986365961e-05,0.03819561678331953
50100.0,0.0334041800749934,2.1389111506976173e-05,0.03335243578889749
60100.0,0.0299234934319327,1.9160384606267108e-05,0.02991912401520898
