energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0467261417802283,3.369470001864273e-05,0.04678226646081803
4100.0,0.039165854581555,2.8242899388232592e-05,0.03908535461044194
5100.0,0.0339584034809227,2.1743987639322063e-05,0.03393711501007941
6100.0,0.0303055349729959,1.9405010551395903e-05,0.030324934451652845
8100.0,0.0254933229385954,1.6323691400082358e-05,0.025584628314043612
10100.0,0.0209900893994792,1.3440215017968806e-05,0.0209654612314415
15100.0,0.0158773195455342,1.0166444960747642e-05,0.015844737052269388
20100.0,0.0130583029522713,8.361393613342954e-06,0.013074543500061148
25100.0,0.0112556784076384,7.207150722069922e-06,0.011249217359173738
40100.0,0.0083167451114546,5.325315219970654e-06,0.008311979287720926
50100.0,0.0072538314992297,4.644718428697191e-06,0.007244741613184289
60100.0,0.0065029614085,4.16392698098573e-06,0.006504429735230447
