energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0236281577144928,1.7038506836870808e-05,0.023622789976985553
4100.0,0.0194685440301115,1.403896675183909e-05,0.019448877705702652
5100.0,0.0167190292589236,1.2056263453806349e-05,0.016719157234581363
6100.0,0.0148246574182665,1.069021249254956e-05,0.014842621881757874
8100.0,0.0123713232055471,7.921511946655425e-06,0.0123814075841542
10100.0,0.0101215594820856,6.480960284036105e-06,0.010116246374318304
15100.0,0.0076092637691322,4.87230612691501e-06,0.0076094330253335596
20100.0,0.0062488378394455,4.001208502554141e-06,0.006253389946190535
25100.0,0.0053840145522521,3.4474514074217064e-06,0.005383115254199561
40100.0,0.0039750747642323,2.5452897568463643e-06,0.003973511828549426
50100.0,0.0034669585582089,2.219936637424313e-06,0.0034609219425934916
60100.0,0.0031110465708436,1.992041770155148e-06,0.0031064442017133234
