energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0236208831862538,1.703326109995668e-05,0.023607707754020036
4100.0,0.0194628097769383,1.4034831723070576e-05,0.019436056546665154
5100.0,0.0167132316536739,1.2052082741205823e-05,0.0166831276477298
6100.0,0.0148193428266961,9.489009323644482e-06,0.014817594060200289
8100.0,0.01236647473128,7.918407408346023e-06,0.01238006778344006
10100.0,0.0101172164553693,6.478179390072965e-06,0.010099938771999243
15100.0,0.0076053682023496,4.869811747106625e-06,0.007606257013874017
20100.0,0.0062456788449922,3.999185759159166e-06,0.006250332169499817
25100.0,0.0053809097537219,3.44546336634958e-06,0.005376466528758829
40100.0,0.0039721862251382,2.5434401893779542e-06,0.003969399202302153
50100.0,0.003464384595128,2.2182884968853152e-06,0.003459446363344475
60100.0,0.003108671570735,1.9905210280792123e-06,0.003104822029252317
