energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1643680937131474,0.0001052469324715,0.16639410835259522
4100.0,0.1469291915815842,9.408058678024568e-05,0.14627403922698148
5100.0,0.1325993453160508,8.490500818609328e-05,0.13235820860444927
6100.0,0.1218193039853786,7.800241379359782e-05,0.12172000090003136
8100.0,0.1066009229198382,6.825789532807274e-05,0.10713046510268869
10100.0,0.0908158252697074,5.815050119269306e-05,0.0903173257866396
15100.0,0.0712436337670907,4.561818381368478e-05,0.07085897047839153
20100.0,0.0595918745160761,3.815741760679438e-05,0.05942616088418736
25100.0,0.0518336167209286,3.318970875395829e-05,0.05176711831038167
40100.0,0.0387930046147577,2.4839642809159943e-05,0.038675339076048545
50100.0,0.0339213712853542,2.172027546442105e-05,0.033842901935945614
60100.0,0.0303958998027428,1.94628722745523e-05,0.030394693585212868
