energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0236327372750163,1.7041809204928144e-05,0.0236495454273148
4100.0,0.0194729578960409,1.4042149635825378e-05,0.019447441735890452
5100.0,0.0167234043123489,1.2059418349697938e-05,0.01668772065455224
6100.0,0.0148290673985058,1.0693392574524874e-05,0.014805641998476872
8100.0,0.0123749539059508,7.923836729230816e-06,0.01240016479415217
10100.0,0.0101247319273823,6.482991640173243e-06,0.010119449653345262
15100.0,0.0076119959454477,4.874055573353707e-06,0.007609704719529213
20100.0,0.0062515859384389,4.002968144481273e-06,0.0062475292075333255
25100.0,0.0053861679410386,3.448830249014814e-06,0.005387766698967175
40100.0,0.003976788655901,2.5463871829748136e-06,0.003980433487857211
50100.0,0.0034687065902793,2.2210559240760737e-06,0.003462143394305177
60100.0,0.0031126581780602,1.9930737022781043e-06,0.0031122181720076966
