energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1622293673341307,0.0001038774794,0.16289833831729975
4100.0,0.1448049827639811,9.272042948370936e-05,0.14404828601807226
5100.0,0.1305729984355173,8.360751310367426e-05,0.13010661459327227
6100.0,0.1198616044499527,7.674887445910816e-05,0.1194736262222711
8100.0,0.1047553960554332,6.707618154844219e-05,0.10491051838095097
10100.0,0.0891207178143819,5.706510282946827e-05,0.08835526884809698
15100.0,0.0697554593760021,4.466528726237415e-05,0.06895205197551557
20100.0,0.0582780343981588,3.731614945647961e-05,0.057654561514002695
25100.0,0.0506516229348372,3.24328634479366e-05,0.05018038977562771
40100.0,0.0378406766552589,2.422985538521479e-05,0.03762506348144827
50100.0,0.0330589635408113,2.1168065071257804e-05,0.032803274378388474
60100.0,0.0296183473862319,1.896499580214877e-05,0.02943110708226173
