energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.1287060043136079,8.241205357236e-05,0.12930836832094414
4100.0,0.1132614973889911,7.252274390993868e-05,0.11309493102338851
5100.0,0.1011151155666636,6.474526472557278e-05,0.10084273092479537
6100.0,0.0921560015961377,5.9008632744513e-05,0.09242028774287613
8100.0,0.079747486073202,5.106330609496585e-05,0.08009843977099955
10100.0,0.0672525490906058,4.306264271112011e-05,0.06695911219112174
15100.0,0.052143160731102,3.338791362936764e-05,0.051981001950780086
20100.0,0.043353093686427,2.7759524495125828e-05,0.043226678812522935
25100.0,0.0375943022849259,2.407209881499864e-05,0.037573642934943904
40100.0,0.0279996275924118,1.7928509407606617e-05,0.027965185659170996
50100.0,0.0244360627642193,1.5646714575300304e-05,0.02442124645434962
60100.0,0.0219037777874028,1.4025261044186218e-05,0.021896919056561878
