energies,mcnp yield,mcnp unc,sammy yield
3100.0,0.0235764444878402,1.70012158988077e-05,0.023590972684702134
4100.0,0.019421953223079,1.400536964309491e-05,0.01942251740272156
5100.0,0.0166744176568772,1.2024093570074585e-05,0.01668292351409325
6100.0,0.0147821783778419,9.465212465321542e-06,0.01479358778237975
8100.0,0.0123337305640876,7.89744091128759e-06,0.012338121714928117
10100.0,0.0100875466461177,6.459181442599077e-06,0.010092270316146828
15100.0,0.0075800451327032,4.853597071004688e-06,0.007579996364549259
20100.0,0.0062243876747391,3.985552758330027e-06,0.0062284363042680695
25100.0,0.0053609960883915,3.4327123990362424e-06,0.005359991182406362
40100.0,0.0039570534478738,2.533750484089799e-06,0.003956943579659591
50100.0,0.0034503550820713,2.2093052253760474e-06,0.0034497567262759326
60100.0,0.0030957560939539,1.9822510878376946e-06,0.0030958599279330952
